Itemno,Whse,Bin,Onhand,Oncom,Aano
BLF-UNI3PV1-CFL,1,A07M4X,5,0,0
BLF-UNI3PV1-CFL,1,A07M1X,30,8,0
BLF-UNI3PV1-CFL,2,06L24C,2,0,56909382
BLF-UNI3PV1-CFL,2,07L10D,42,0,0
BLF-UNI3PV1-CFL,2,07L07D,47,0,0
BLF-UNI3PV1-CFL,2,07L09D,56,0,0
BLF-UNI3PV1-GBK,X-W,X-STG,1,1,0
BLF-UNI3PV1-GBK,1,A07M1X,1,4,0
BLF-UNI3PV1-GBK,1,A07J3X,9,0,0
BLF-UNI3PV1-GBK,1,A29G3X,26,0,0
BLF-UNI3PV1-GBK,1,A06M3X,57,0,46990972
BLF-UNI3PV1-GBK,1,A29F3X,104,0,0
BLF-UNI3PV1-GBK,1,A06M4X,193,0,71384983
BLF-UNI3PV1-GBK,1,A06K4X,290,0,68859946
BLF-UNI3PV1-GBK,1,A06L4X,345,0,16705873
BLF-UNI3PV1-GBK,2,07R05D,33,0,0
BLF-UNI3PV2-CFL,X-W,X-STG,3,3,0
BLF-UNI3PV2-CFL,2,250B,20,0,0
BLF-UNI3PV2-CFL,1,A29F2X,2,1,0
BLF-UNI3PV2-CFL,2,06L28B,3,0,0
BLF-UNI3PV2-CFL,2,07L16A,25,0,0
BLF-UNI3PV2-GBK,X-W,X-STG,4,4,0
BLF-UNI3PV2-GBK,1,A07L3X,7,0,0
BLF-UNI3PV2-GBK,1,A07M1X,20,6,0
BLF-UNI3PV2-GBK,2,07L17A,22,0,0
BLF-UNI4-PU,X-W,X-STG,1,1,0
BLF-UNI4-PU,1,A29K1X,4,3,0
BLF-UNI4-PU,2,05L16B,1,0,0
BLF-UNI5-PU,1,A31E3A,13,3,0
BLF-UNICS-PU,X-W,X-STG,0,0,0
BLF-UNICS-PU,1,A21C4X,9,0,0
BLF-UNICS-PU,1,A21C3C,15,7,0
BLF-UNICS-PU,2,05R01B,10,0,0
BLF-UNICS-PU,2,05L01B,20,0,0
BLF-UNIV1-PUCF,1,A21H1X,4,0,0
BLF-UNIV1-PUCF,2,05L06A,21,0,0
BLF-UNIV1-PUCF,2,07L07A,22,0,0
BLF-UNIV186-PPCF,1,A15N1X,8,0,0
BLF-UNIV3-PP,X-W,X-STG,1,1,0
BLF-UNIV3-PP,1,A29O1X,8,0,0
BLF-UNW1-CF,2,05L10A,4,0,0
BLF-UNW2-CF,1,A29D1X,2,1,0
BLF-UNW3-CF,X-W,X-STG,1,1,68499126
BLF-UNW5-GBK,X-W,X-STG,4,4,0
BLF-UNW5-GBK,1,A11A5X,4,0,0
BLF-UNW5-GBK,1,A12C4X,6,0,0
BLF-UNW6-PPBK,X-W,X-STG,0,0,0
BLF-UNW6-PPBK,1,A11L1X,5,1,0
BLF-UNW6-PPBK,2,06R15A,10,0,0
BLF-UNW7-PPBK,X-W,X-STG,3,3,0
BLF-UNW7-PPBK,2,05L22B,18,0,0
BLF-VG061-PU,X-W,X-STG,1,1,0
BLF-VG061-PU,1,A20E1X,1,0,0
BLF-VG062-PU,X-W,X-STG,0,0,0
BLF-VG062-PU,1,250B,15,0,0
BLF-VG062-PU,1,A20L1X,4,1,0
BLF-VG062-PU,1,A20L4X,7,0,0
BLF-VG06GA-PU,X-W,X-STG,0,0,0
BLF-VG06GA-PU,1,A30N2A,4,2,0
BLF-VG06GTI-PU,X-W,X-STG,1,1,5022499
BLF-VG06GTI-PU,1,A21B2D,3,5,46829671
BLF-VG09GTIR-PU,X-W,X-STG,2,2,0
BLF-VG09GTIR-PU,1,A20F1X,9,1,0
BLF-VG09GTIR-PU,1,A20I7X,10,0,0
BLF-VG09R-PU,X-W,X-STG,0,0,0
BLF-VG09R-PU,1,PRE-PACKING,1,0,0
BLF-VG09R-PU,1,A30H1X,9,0,0
BLF-VG99P1-PU,1,A31F1X,13,3,0
BLF-VG99P2-PU,X-W,X-STG,2,2,0
BLF-VG99P2-PU,1,A30B1X,17,0,0
BLF-VG99P3-PU,X-W,X-STG,1,1,0
BLF-VG99P3-PU,1,PRE-PACKING,1,0,0
BLF-VG99P3-PU,1,A20A1X,7,2,0
BLF-VG99P3-PU,2,05L12B,1,0,0
BLF-VG99P3-PU,2,05R08B,3,0,0
BLF-VG99P3-PU,2,05L15B,4,0,0
BLF-VJ99B-PU,X-W,X-STG,1,1,0
BLF-VJ99B-PU,1,A21A5X,10,0,0
BLF-VJ99B-PU,1,A21H3E,12,4,0
BLF-VWCC08R-PU,1,A30K3C,3,0,0
BLF-VWCC08RL-PP,X-W,X-STG,0,0,0
BLF-VWCC08RL-PP,1,A30M3C,2,0,0
BLF-VWG498OE,X-W,X-STG,6,6,0
BLF-VWG498OE,1,A34D3X,10,0,0
BLF-VWG498OE,1,A34M4X,10,0,0
BLF-VWG498OE,1,A35N2X,15,3,0
BLF-VWG506V,X-W,X-STG,17,14,0
BLF-VWG506V,1,AONF29,2,0,0
BLF-VWG506V,1,A34Q4X,32,0,0
BLF-VWG99GLI-PU,X-W,X-STG,9,9,0
BLF-VWG99GLI-PU,1,A20A6X,9,0,0
BLF-VWG99GLI-PU,1,A20A1X,17,10,0
BLF-VWG99GLI-PU,1,A20B5X,17,0,0
BLF-VWG99GTI20-PU,1,PREP1,0,0,0
BLF-VWG99GTI20-PU,X-W,X-STG,2,2,0
BLF-VWJ9920AE-PU,X-W,X-STG,1,1,0
BLF-VWJ9920AE-PU,2,250B,15,0,0
BLF-VWJ9920AE-PU,1,A30H4X,5,0,0
BLF-VWJ9920AE-PU,1,A30H3B,14,0,0
BLF-VWJ9920AE-PU,2,05R03B,5,0,0
BLF-VWJ99GLI-PU,X-W,X-STG,15,15,2085561
BLF-VWJ99GLI-PU,1,A31E4X,8,0,0
BLF-VWJ99GLI-PU,1,A31M4X,9,0,63957443
BLF-VWJ99GLI-PU,1,A31D1X,9,9,79744768
BLF-VWJIK3-PU,X-W,X-STG,1,1,0
BLF-VWJIK3-PU,1,A21H2B,20,2,112195263
BLF-VWJT99GLI,1,A34D3X,10,0,0
BLF-VWJT99GLI,1,A35Q1X,13,6,0
BLFC-BG05MTMP2P-CFL,X-W,X-STG,0,0,0
BLFC-BG05MTMP2P-CFL,1,A12F3X,3,0,0
BLFC-BG05MTMP2P-CFL,1,A14J5X,12,0,0
BLFC-BG05MTMP2P-GBK,X-W,X-STG,0,0,0
BLFC-BG05MTMP2P-GBK,1,A12F3X,6,0,0
BLFP-ANSX90J-PU,X-W,X-PJ8696,1,0,0
BLFP-ANSX90J-PU,1,A31A1X,4,1,0
BLFP-ANSX90J-PU,2,05R06B,4,0,0
BLFP-C30015OE-YL,X-W,X-STG,0,0,0
BLFP-C30015OE-YL,1,A12B4X,9,0,0
BLFP-DCHALL15DM-A,X-W,X-PJ8721,1,0,0
BLFP-DCHALL15DM-A,X-W,X-PJ8498,1,0,0
BLFP-DCHALL15DM-A,X-W,X-STG,13,11,0
BLFP-DCHALL15DM-A,1,A31M1X,26,0,0
BLFP-DCHALL15DM-A,2,05L16A,2,0,0
BLFP-DCHALL15HC-A,X-W,X-STG,37,33,0
BLFP-DCHALL15HC-A,1,A12D3X,6,0,0
BLFP-DCHALL15SP-A,X-W,X-STG,23,23,114546059
BLFP-DCHALL15SP-A,1,A14O2X,5,0,0
BLFP-DCHALL15SP-GBK,X-W,X-STG,1,1,0
BLFP-DCHALL15SP-GBK,1,A12D2X,7,0,0
BLFP-DCHALL15SP-GBK,2,06R06A,2,0,29852381
BLFP-DCHR15SRT-A,X-W,X-STG,31,25,112195263
BLFP-DCHR15SRT-A,1,A12C3X,14,0,0
BLFP-DCHR15SRT-A,1,A12C5X,26,0,0
BLFP-DCHR15SRT-CFL,X-W,X-STG,16,15,30067436
BLFP-DCHR15SRT-CFL,1,A12B3X,5,2,0
BLFP-DCHR15SRT-CFL,2,06L20A,2,0,21055086
BLFP-DCHR15SRT-CFL,2,06L29B,6,1,102863496
BLFP-DCHR15SRT-GBK,X-W,X-STG,0,0,0
BLFP-DCHR15SRT-GBK,1,A14I6X,2,0,0
BLFP-DCHR15SRT-GBK,1,A14O3X,9,15,0
BLFP-DCHR15SRT-GBK,2,06R11A,1,1,0
BLFP-DCHR15SRT-MB,X-W,X-STG,0,0,0
BLFP-DCHR15SRT-MB,1,A14O2X,9,0,0
BLFP-DCHR15SRT-MB,1,A14N5X,20,0,0
BLFP-DCHR15SRT-MB,2,07L02A,5,2,90354961
BLFP-DCHR15SRT1P-PK,X-W,X-STG,0,0,0
BLFP-DCHR15SRT1P-PK,1,A30D3B,20,1,0
BLFP-DCHR15SRT1P-PK,1,A30A7X,50,0,0
BLFP-DCHR15SRT1P-PK,2,05L13A,6,0,0
BLFP-DCHR15SRT1P-YL,X-W,X-STG,0,0,0
BLFP-DCHR15SRT1P-YL,1,A30F3B,18,2,0
BLFP-DCHR20WB-CFL,1,PRE-PACKING,1,0,0
BLFP-DCHR20WB-CFL,1,A30O2D,7,2,0
BLFP-DCHR20WB-CFL,2,07R06C,3,0,0
BLFP-DCHR20WB-GBK,1,A30K2D,4,1,0
BLFP-DCHR20WB-GBK,2,07L18C,7,0,0
BLFP-DCHR20WB-MB,1,A30J3A,2,0,0
BLFP-DCHR20WBIK-F-MB,X-W,X-STG,2,2,0
BLFP-DCHR20WBIK-F-MB,1,A21D2B,10,0,0
BLFP-DCHR20WBIK-F-PK,X-W,X-STG,0,0,0
BLFP-DCHR20WBIK-F-PK,1,A21A3E,18,4,105109916
BLFP-DCHR20WBIK-F-PK,1,A21C5X,20,0,0
BLFP-DCHR20WBIK-F-PK,2,05L24B,17,1,112195263
BLFP-DCHR20WBIK-F-YL,1,A30G1X,43,0,0
BLFP-DCHR20WBIK-F-YL,2,05L24A,24,0,94890490
BLFP-DCHR20WBOE-PK,X-W,X-STG,1,1,0
BLFP-DCHR20WBOE-PK,1,A30J1X,59,2,100158867
BLFP-DCHR20WBOE-PK,2,05L13B,13,0,0
BLFP-DCHR20WBOE-YL,X-W,X-STG,0,0,0
BLFP-DCHR20WBOE-YL,1,A30L1X,34,0,0
BLFP-DCHR20WBOE-YL,2,05L09A,4,4,0
BLFP-SBRZ22STI2P-BK,X-W,X-STG,2,2,0
BLFP-SBRZ22STI2P-BK,1,A11F1X,18,0,0
BLFP-SBRZ22STI2P-RD,X-W,X-STG,1,1,0
BLFP-SBRZ22STI2P-RD,1,A11F1X,12,0,0
BLFS-BF10RV1-CF,1,A29G1X,2,0,0
BLFS-BF32MTMXGTS-MBK,1,A16B3X,10,0,0
BLFS-BF32MTMXGTS-MBK,1,A16B1X,36,0,0
BLFS-BG80OE-DCF,X-W,X-STG,1,0,0
BLFS-BG80OE-DCF,1,A29O2X,1,0,0
BLFS-C20011IK3P-PU,X-W,X-STG,1,1,0
BLFS-C20011IK3P-PU,1,250B,10,0,0
BLFS-C20011IK3P-PU,1,A29I1X,2,0,0
BLFS-C30011IK3P-PU,X-W,X-STG,0,0,0
BLFS-C30011IK3P-PU,1,A21C1X,8,8,0
BLFS-C30011IK3P-PU,1,A21B4X,20,0,0
BLFS-CCSS05IK3P-PU,X-W,X-STG,0,0,0
BLFS-CCSS05IK3P-PU,1,A29A1X,13,1,0
BLFS-CCSS05IK3P-PU,1,A20F5X,20,0,0
BLFS-DC11SRTIK3P-PU,X-W,X-STG,1,1,0
BLFS-DC11SRTIK3P-PU,1,A12F5X,7,0,0
BLFS-DC11SRTIK3P-PU,1,A07I2X,8,1,0
BLFS-DC11SRTIK3P-PU,1,A07M3X,28,0,0
BLFS-FFOCST13-CFL,1,A21F3D,4,0,0
BLFS-FFOCST13-CFL,2,06R09B,5,0,0
BLFS-FFOCST13-PP,X-W,X-STG,10,10,0
BLFS-FFOCST13-PP,2,07R15C,1,0,0
BLFS-FFOCST13-PP,2,07R04B,1,0,0
BLFS-FFOCST13-PP,2,07R19A,1,0,0
BLFS-FM18PPIK3P-PU,X-W,X-STG,0,0,0
BLFS-FM18PPIK3P-PU,1,A29M1X,5,0,0
BLFS-FM18PPIK3P-PU,1,A30A6X,5,0,0
BLFS-FM18PPL2-PP,X-W,X-STG,1,1,0
BLFS-FM18PPL2-PP,1,A16J1X,7,0,0
BLFS-FM18PPL2-PP,1,A16J3X,11,0,0
BLFS-FM24ECO-MBK,1,A21K3C,8,0,0
BLFS-HC16HFP3P-CFL,1,A12C2X,5,0,0
BLFS-HC16HFP3P-CFL,1,A11B5X,10,0,0
BLFS-HC16HFP3P-GBK,X-W,X-STG,0,0,0
BLFS-HC16HFP3P-GBK,1,A02A2X,6,0,0
BLFS-HC175AF-ALBKT,X-W,X-STG,1,1,0
BLFS-HC175AF-ALBKT,1,A27C1X,6,0,0
BLFS-HC175AF-ALBKT,1,A28M4X,40,0,0
BLFS-HC22IK3P-PU,X-W,X-STG,0,0,0
BLFS-HC22IK3P-PU,1,A21F1X,4,0,0
BLFS-HC22IK3P-PU,1,A20B5X,18,0,0
BLFS-HYGEN13IK3P-PU,1,A31M1X,19,0,0
BLFS-IG37410IK3P-PU,X-W,X-STG,0,0,0
BLFS-IG37410IK3P-PU,1,A29D1X,7,6,109971694
BLFS-IG37410IK3P-PU,2,05R08B,1,0,66666566
BLFS-IG37410IK3P-PU,2,05R07B,2,1,38326043
BLFS-LIS10CIK3P-PU,X-W,X-STG,1,1,0
BLFS-LIS10CIK3P-PU,1,A21D1X,9,1,0
BLFS-LIS10CIK3P-PU,1,A21C6X,10,0,0
BLFS-LIS10CIK3P-PU,1,A30B4X,15,0,0
BLFS-MBCLAS14-CFL,1,A30A5X,5,0,0
BLFS-MBCLAS14-CFL,1,A30K2B,15,0,0
BLFS-MBCLAS14-PP,1,A31D1X,10,0,0
BLFS-MBCLAS14-PP,2,05L22B,4,0,0
BLFS-N370ZAMS-ALBKT,X-W,X-STG,4,4,0
BLFS-N370ZAMS-ALBKT,1,A27D1X,8,0,0
BLFS-N370ZAMS-ALBKT,1,A28L4X,30,0,0
BLFS-NM09IK3P-PU,X-W,X-STG,0,0,0
BLFS-NM09IK3P-PU,1,A21H4X,8,0,0
BLFS-NM09IK3P-PU,1,A21H1X,15,3,0
BLFS-RBU6820-PP,1,A31K2A,2,2,0
BLFS-STC11IK3P-PU,1,A21G5X,10,0,0
BLFS-STC11IK3P-PU,1,A21G1X,24,0,0
BLFS-STC14V1-CF,1,A31N4X,4,0,0
BLFS-STC14V1-PU,X-W,X-STG,1,1,0
BLFS-STC14V1-PU,1,A31E1X,1,1,0
BLFS-STC14V1-PU,2,05L07A,0,0,0
BLFS-T8617-CFL,1,A20L1X,12,0,0
BLFS-T8617-CFL,2,07R24A,19,0,0
BLFS-T8617-PP,X-W,X-STG,1,1,0
BLFS-T8617-PP,1,A20J1X,0,0,0
BLFS-T8617-PP,2,06R25C,9,0,0
BLFS-TCA18SE3P-PU,X-W,X-STG,2,1,0
BLFS-TCA18SE3P-PU,1,A07F1X,3,0,0
BLFS-TCA18SE3P-PU,1,A07K4X,53,0,0
BLFS-TCHR17-CFL,1,A20F2C,13,0,0
BLFS-TCHR17-CFL,2,05L17B,10,0,0
BLFS-TCHR17-PP,2,05L16B,4,0,0
BLFS-TSL321-CFL,1,A12I3X,2,0,0
BLFS-TSL321-CFL,1,A19F3X,15,0,0
BLFS-TSL321-CFL,2,07L24C,18,0,0
BLFS-TSL321-MCFL,1,A12I3X,7,0,0
BLFS-TSLS12IK3P-PU,1,A21C1X,8,0,0
BLFS-TSLY20-CFL,1,A12I3X,8,0,0
BLFS-TSLY20-GBK,1,A12I3X,5,0,0
BLFS-TSLY20-GBK,1,A11D5X,5,0,0
BLFS-TSLY20-MBK,1,A11K5X,5,0,0
BLFS-TSLY20-MBK,1,A12I3X,7,0,0
BLFS-TSLY20-MCFL,1,A12K3X,8,0,0
BLFS-UNIT4-PP,X-W,X-STG,2,2,0
BLFS-UNIT4-PP,1,A20J2E,1,1,0
BLFS-UNIT4-PP,2,06R25C,9,1,0
BLFS-UNIT5-PP,2,05R18C,12,0,54070647
BLFW-CC141LE-PU,X-W,X-STG,0,0,0
BLFW-CC141LE-PU,1,A21A1X,14,0,0
BLFW-DC11RA-PU,1,A31M1X,85,0,0
BLFW-FM15GT500-PP,X-W,X-STG,0,0,0
BLFW-FM15GT500-PP,1,A12D5X,10,0,0
BLFW-FM15GT500-PP,1,A12D3X,14,1,0
BLFW-IG352N1-PU,X-W,X-STG,2,2,0
BLFW-IG352N1-PU,1,A21F1X,4,0,0
BLFW-LIS14JDM-PU,1,A29N1X,9,0,0
BLFW-LIS14JDM-PU,2,05R25C,1,0,0
BLFW-LIS14JDM-PU,2,05L10A,2,0,0
BLFW-SBRZ13CS-PU,X-W,X-STG,0,0,0
BLFW-SBRZ13CS-PU,1,A29C1X,7,2,0
BLFW-SI11IK6-PU,X-W,X-STG,5,5,0
BLFW-SI11IK6-PU,1,A29A1X,3,0,0
BLFW-SI15CS-PU,X-W,X-STG,5,5,0
BLFW-SI15CS-PU,1,250B,20,0,0
BLFW-SI15CS-PU,1,A29L1X,3,0,0
BLFW-STC14IK3-PU,X-W,X-STG,1,1,0
BLFW-STC14IK3-PU,1,A29F1X,5,0,0
BLFW-TY8617CS-PU,X-W,X-STG,3,3,0
BLFW-TY8617CS-PU,1,A30C4X,5,0,0
BLFW-TY8617CS-PU,1,A21H6X,41,0,0
BLFW-TY8617CS-PU,1,A21H1X,42,0,0
BLFW-UNILY1-CFL,1,A12E2X,3,0,0
BLFW-UNILY1-GBK,X-W,X-STG,0,0,0
BLFW-UNILY1-GBK,1,A12E2X,9,0,0
BLFW-UNILY1-MBK,1,A12E2X,5,0,0
BLK-BF15BMP-PP-F,X-W,X-STG,1,1,0
BLK-BF15BMP-PP-F,1,A15K4X,3,0,0
BLK-BF15BMP-PP-F,1,A15J6X,8,0,0
BLK-BF15BMP-PP-R,2,06R09C,9,0,0
BLK-BF15MP-GBK,X-W,X-STG,1,1,0
BLK-BF15MP-GBK,1,A16M2X,5,0,0
BLK-BF15MP-GBK,2,07R06B,2,0,0
BLK-BF15MP-PP,X-W,X-STG,0,0,0
BLK-BF15MP-PP,1,A16H2X,3,0,0
BLK-BF15MP-PP,1,A16K3X,8,0,0
BLK-BX50713P-PP,X-W,X-STG,2,1,0
BLK-BX50713P-PP,1,A29E3X,3,0,0
BLK-BX50713P-PP,1,A29C2X,8,2,0
BLK-ML08FQ-F,X-W,X-STG,52,49,0
BLK-ML08FQ-F,1,A18J4X,3,0,0
BLK-ML08FQ-F,1,A18I1X,4,0,0
BLK-ML08FQ-R,X-W,X-STG,20,18,0
BLK-ML08FQ-R,1,A18H1X,6,0,0
BLK-ML08FQ-S,X-W,X-STG,5,5,0
BLK-TYAR15-PP,1,MR08B1,1,0,0
BLM-HA234-PP,X-W,X-STG,0,0,0
BLM-HA234-PP,1,A12B2X,5,1,0
BLM-HA234-PP,1,A11B6X,10,0,0
BLM-HC064OE-PU,X-W,X-STG,8,5,70811552
BLM-HC064OE-PU,1,A12H3X,5,5,78893177
BLM-HC064OE-PU,2,06R20B,62,1,68784789
BLM-HC124OE-PU,X-W,X-STG,3,0,0
BLM-HC124OE-PU,1,A11E2X,7,0,0
BLM-HC124OE-PU,1,A11D6X,12,0,0
BLM-HC124OE-PU,2,06L35B,1,0,0
BLM-HC164OE-PP,X-W,X-STG,3,0,0
BLM-HC175SP-PP,1,A12A4X,7,0,0
BLM-HC175SP-PP,1,A12A6X,18,0,0
BLM-HC224-PP,X-W,X-STG,0,0,0
BLM-HC224-PP,1,A11F3X,11,0,0
BLM-HC964-PP,1,A12B2X,7,0,0
BLM-HC964-PP,1,A12A6X,12,0,0
BLM-HC964-PP,1,A11D6X,18,0,0
BLM-HCRV07-PP,1,A11B5X,4,0,0
BLM-HCRV07-PP,1,A11B4X,7,0,0
BLM-HCRV07-PP,1,A11D6X,10,0,0
BLM-HCRV12-PP,1,A11D4X,5,0,0
BLM-HCRV12-PP,1,A11E6X,31,0,0
BLM-HCRV17-PP,X-W,X-STG,0,0,0
BLM-HCRV17-PP,1,A12A4X,6,0,0
BLM-HCRV17-PP,1,A12A6X,18,0,0
BLM-LNX15-PP,1,A12G3X,5,1,0
BLM-LNX15-PP,1,A12H5X,18,0,0
BLM-LNX22-PP,X-W,X-STG,0,0,0
BLM-LNX22-PP,1,A11C4X,0,1,0
BLM-LNX22-PP,1,A11E6X,8,0,0
BLM-LNX30015-PP,X-W,X-STG,0,0,0
BLM-LNX30015-PP,1,A11B4X,0,0,0
BLM-LNX30015-PP,1,A11A6X,9,0,0
BLM-LNX300H15-PP,1,A11E3X,5,1,0
BLM-LNX300H15-PP,1,A11F6X,18,0,0
BLM-LRX04-PP,X-W,X-STG,0,0,0
BLM-LRX04-PP,1,A12B2X,5,2,0
BLM-LRX04-PP,1,A11B6X,9,0,0
BLM-LRX16-PP,X-W,X-STG,0,0,0
BLM-LRX16-PP,1,A11D4X,6,0,0
BLM-LRX16-PP,1,A11E6X,17,0,0
BLM-LRX20-PP,X-W,X-STG,0,0,0
BLM-LRX20-PP,1,A11G2X,1,0,0
BLM-LRX20-PP,1,A12G5X,18,0,0
BLM-LRX23-PP,X-W,X-STG,0,0,0
BLM-LRX23-PP,1,A11D4X,7,2,0
BLM-T4RUN06-PP,X-W,X-STG,0,0,0
BLM-T4RUN06-PP,1,A11A3X,3,0,0
BLM-T4RUN06-PP,1,A11H6X,26,0,0
BLM-TBZ4X23-PP,X-W,X-STG,0,0,0
BLM-TBZ4X23-PP,1,A11B4X,7,1,0
BLM-TBZ4X23-PP,1,A11A6X,19,0,0
BLM-TCLC22-PP,X-W,X-STG,0,0,0
BLM-TCLC22-PP,1,A12A4X,0,5,0
BLM-TCLC22-PP,1,A12A6X,7,0,0
BLM-TFJ07FF-PP,X-W,X-STG,0,0,0
BLM-TFJ07FF-PP,1,A12B2X,0,0,0
BLM-THL08-PP,1,A11D4X,24,0,0
BLM-THL11-PP,1,A11E3X,7,0,0
BLM-THL11-PP,1,A11F6X,30,0,0
BLM-THL14-PP,X-W,X-STG,0,0,0
BLM-THL14-PP,1,A11B2X,2,0,0
BLM-THL14-PP,1,A11H6X,18,0,0
BLM-THL20LE-PP,X-W,X-STG,0,0,0
BLM-THL20LE-PP,1,A11B4X,5,0,0
BLM-THL20LE-PP,1,A11B6X,25,0,0
BLM-TRAV413LE-PP,1,A11B3X,3,1,0
BLM-TRAV413LE-PP,1,A11H6X,30,0,0
BLM-TSL317-MBK,X-W,X-STG,0,0,0
BLM-TSL317-MBK,1,A11C3X,4,1,0
BLM-TSL324-1-BK,1,A12F3X,6,0,0
BLM-TSL324-1-BK,1,A12I6X,32,0,0
BLM-TSLY20-1-BK,X-W,X-STG,0,0,0
BLM-TSLY20-1-BK,1,A12I3X,7,4,0
BLM-TSLY20-1-BK,2,07L02A,6,0,0
BLM-TSLY20-OE-BK,1,A12K3X,2,0,0
BLM-TSNLE11-PP,1,A12A3X,6,0,0
BLM-TSNLE11-PP,1,A11H6X,10,0,0
BLM-TTAC05FF-PP,X-W,X-STG,0,0,0
BLM-TTAC05FF-PP,1,A12G3X,2,0,0
BLM-TTAC05FF-PP,1,A11J6X,44,0,0
BLM-TTAC16FF-PP,X-W,X-STG,0,0,0
BLM-TTAC16FF-PP,1,A12E3X,3,0,0
BLM-TTAC16FF-PP,1,A11G6X,44,0,0
BLM-TTUN14-PP,1,A11B4X,5,0,0
BLM-TTUN14-PP,1,A11A6X,15,0,0
BLM-TTUN22-PP,X-W,X-STG,0,0,0
BLM-TTUN22-PP,1,A12F3X,0,1,0
BLM-TTUN22-PP,1,A11J6X,43,0,0
BLM2-TSLY20-GBK,1,A19E3X,16,0,0
BLM2-TSLY20-GBK,1,A11G1X,32,0,0
BLM2-TSLY20-GBK,2,06L15B,16,0,0
BLM2-TSLY20-MBK,1,A11D1X,58,0,0
BLR-ACIT98AP,X-W,X-STG,1,1,0
BLR-ACIT98AP,1,X-CRT-MD,13,0,0
BLR-ACIT98AP,1,A35G2X,7,0,0
BLR-ACRX02MU,X-W,X-STG,0,0,0
BLR-ACRX02MU,1,PRE-PACKING,1,0,0
BLR-ACRX02MU,1,A35H1X,7,3,0
BLR-ACRX02MU,1,A34G3X,18,0,0
BLR-AI942-PU,X-W,X-STG,0,0,0
BLR-AI942-PU,1,250B,20,0,0
BLR-AI942-PU,1,A21B1X,12,1,51637773
BLR-AI982-PU,X-W,X-PJ8831,1,0,0
BLR-AI982-PU,X-W,X-STG,9,8,118116027
BLR-AI982-PU,1,250B,25,0,0
BLR-AI982-PU,1,A21H1X,4,0,2372048
BLR-AR02MU-PU,X-W,X-PJ9076,1,0,0
BLR-AR02MU-PU,X-W,X-STG,3,3,0
BLR-AR02MU-PU,2,250B,10,0,0
BLR-AR02MU-PU,1,A20G1X,8,0,0
BLR-AR02MULED-PU,X-W,X-STG,5,4,0
BLR-AR02MULED-PU,1,A30K1X,4,0,6373189
BLR-AR02MULED-PU,1,A30D7X,15,0,0
BLR-AR05MU-PU,1,PREP2,1,1,0
BLR-AR05MU-PU,1,PREP10,10,0,0
BLR-AR05MU-PU,X-W,X-STG,11,9,0
BLR-AR05MU-PU,1,A31D7X,10,0,0
BLR-AR05MU-PU,1,A31C1X,17,1,0
BLR-AR05MULED-PU,X-W,X-STG,6,4,0
BLR-AR05MULED-PU,1,A31F7X,10,0,0
BLR-AR05MULED-PU,1,A31O1X,13,0,0
BLR-ARX02,X-W,X-STG,1,1,0
BLR-ARX02,1,250B,20,0,0
BLR-ARX02,1,A20G1X,8,0,0
BLR-ARX02A-PU,X-W,X-STG,0,0,0
BLR-ARX02A-PU,1,A20K1X,13,0,0
BLR-ATSX04OE-PU,X-W,X-STG,0,0,0
BLR-ATSX04OE-PU,1,A30E7X,9,0,0
BLR-ATSX04OE-PU,1,A31N1X,13,0,68499126
BLR-BE3692MT,X-W,X-STG,1,1,0
BLR-BE3692MT,1,A35B2X,30,0,0
BLR-BE464-PU,X-W,X-STG,0,0,0
BLR-BE464-PU,1,A21G3D,15,2,68499126
BLR-BE60M-PU,X-W,X-STG,0,0,0
BLR-BE60M-PU,1,A30B1X,12,1,0
BLR-BE9006AC,1,A34M1X,5,0,0
BLR-BE90AC-PU,1,PREP2,0,0,0
BLR-BE90AC-PU,X-W,X-STG,1,1,0
BLR-BE90AC-PU,1,PRE-PACKING,1,0,0
BLR-BE90AC-PU,1,A30A1X,10,0,0
BLR-BE90AC-PU,2,05L11B,2,1,0
BLR-BE92M3V-PU,X-W,X-STG,0,0,0
BLR-BE92M3V-PU,1,A21B1X,6,1,105109916
BLR-BE92M3V-PU,2,05R09B,3,0,112195263
BLR-BE92M3V-PU,2,05R07B,5,0,68499126
BLR-BE92M3V-PU,2,05L09A,10,0,0
BLR-BF1011MT,1,A34A1X,38,1,0
BLR-BF22IK-PU,1,A21A1X,14,0,0
BLR-BG2023MTMP3P-CF,1,A02B2X,1,0,0
BLR-CC10MO-PU,X-W,X-STG,0,0,0
BLR-CC10MO-PU,1,A31H1X,11,5,70830325
BLR-CC10OE-PU,1,A30M1X,1,0,0
BLR-CC10OE-PU,2,05L11A,7,0,0
BLR-CC10OE-PU,2,05L16B,9,0,0
BLR-DCH112P-PP,X-W,X-STG,2,2,0
BLR-DCH112P-PP,1,A11A1X,9,0,0
BLR-DCH112P-PP,2,06L15B,3,1,0
BLR-DCH152P-CF,X-W,X-STG,0,0,0
BLR-DCH152P-CF,1,A12C4X,8,0,2085561
BLR-DCH152P-CFL,X-W,X-STG,1,1,0
BLR-DCH152P-CFL,1,A14J2X,10,0,0
BLR-DCH152P-CFL,1,A14K5X,10,0,0
BLR-DCH152P-CFL,2,06L03B,2,0,0
BLR-DCH152P-PP,X-W,X-STG,31,30,73389183
BLR-DCH152P-PP,1,A14N2X,14,0,53436178
