Itemno,Whse,Bin,Onhand,Oncom,Aano
BLR-DCH152P-PP,1,A14K5X,40,0,105109916
BLR-DCH152P-PP,2,06R07A,3,0,112195263
BLR-DCH152P-PP,2,06L01A,38,0,68499126
BLR-DCH152PV2-CFL,X-W,X-STG,1,1,71681254
BLR-DCH152PV2-CFL,1,A29O1X,2,0,0
BLR-DCH152PV2-PP,X-W,X-STG,0,0,0
BLR-DCH152PV2-PP,1,A29E1X,18,2,0
BLR-DCH152PV2-PP,2,06L21B,7,0,0
BLR-DCH152PV2-PP,2,07L02A,9,0,0
BLR-DCHR20WB2P-CFL,X-W,X-STG,0,0,0
BLR-DCHR20WB2P-CFL,1,A21H1X,5,0,0
BLR-DCHR20WB2P-CFL,2,06L21B,7,0,0
BLR-DCHR20WB2P-GBK,X-W,X-STG,0,0,0
BLR-DCHR20WB2P-GBK,1,A29F1X,14,1,0
BLR-DCHR20WB2P-MBK,X-W,X-STG,0,0,0
BLR-DCHR20WB2P-MBK,1,A29I1X,16,2,0
BLR-DCHR20WB2P-MBK,2,06L32B,0,0,0
BLR-DGCG05MDP,X-W,X-STG,0,0,0
BLR-DGCG05MDP,1,A34O2X,14,1,0
BLR-DGCG05MDP,1,A34A3X,15,0,0
BLR-DGCG11MDP,X-W,X-STG,14,13,0
BLR-DGCG11MDP,1,A35A2X,37,0,0
BLR-DGCG15MDP,1,A34L3X,10,0,0
BLR-DGCG15MDP,1,A35I1X,14,0,0
BLR-DGCG15MDPV2,1,A34R2X,12,0,0
BLR-DGCG15MDPV3,1,A34C2X,9,0,0
BLR-DGDT13MDP,1,A35A1X,8,1,0
BLR-FDMU15DF,X-W,X-STG,2,2,0
BLR-FDMU15DF,1,A34H1X,14,0,0
BLR-FDMU99DF,1,X-CRT-MD,6,0,0
BLR-FDMU99DF,X-W,X-STG,8,7,0
BLR-FDMU99DF,1,A35C2X,14,0,0
BLR-FDMU99DF,1,A34L4X,25,0,0
BLR-FDMU99DF-RTS,1,A35K2X,10,0,0
BLR-FFOCRS16T2P-PU,1,A29K1X,8,0,0
BLR-FM10LS2P-CFL,1,A21G1X,9,0,0
BLR-FM10LS2P-GBK,1,A29I1X,14,0,0
BLR-FM10LS2P-PP,X-W,X-STG,0,0,0
BLR-FM10LS2P-PP,1,A29B1X,8,0,0
BLR-FM10LS2P-PP,2,07L09B,6,0,0
BLR-FM10RO2P-CF,1,A11J2X,7,0,0
BLR-FM10RO2P-PU,X-W,X-STG,2,2,0
BLR-FM10RO2P-PU,1,A21E1X,3,0,0
BLR-FM10RO2P-PU,2,05L05B,20,0,0
BLR-FM10V6X2P-PU,1,A29E1X,8,0,0
BLR-FM13RTM-PU,1,A29I1X,6,4,0
BLR-FM13RTM-PU,2,05L22A,3,0,0
BLR-FM13X2P-PU,1,A21H1X,6,0,0
BLR-HA084J-PU,X-W,X-STG,12,12,0
BLR-HA084J-PU,1,A20D1X,2,0,0
BLR-HA084J-PU,1,A20G7X,5,0,0
BLR-HA1144OE-PP,1,A31H1X,3,0,0
BLR-HA1144OE-PU,X-W,X-STG,1,1,0
BLR-HA1144OE-PU,2,250B,20,0,0
BLR-HA1144OE-PU,1,A30N1X,6,2,0
BLR-HA134H2P-PU,X-W,X-PJ8538,1,0,68499126
BLR-HA134H2P-PU,X-W,X-STG,2,2,112195263
BLR-HA134H2P-PU,1,A21J1X,0,2,105109916
BLR-HA134OE-PP,X-W,X-STG,6,6,0
BLR-HA134OE-PP,1,A20B1X,2,0,0
BLR-HA164H2P-PP,X-W,X-STG,7,7,0
BLR-HA164H2P-PP,3,AFBA,1,0,81266848
BLR-HA164H2P-PP,1,A29H1X,21,0,0
BLR-HA184IK22P-GBK,X-W,X-STG,3,3,0
BLR-HA184IK22P-GBK,2,250B,5,0,0
BLR-HA184IK22P-GBK,1,A29G2X,7,0,0
BLR-HA184IK22P-GBK,2,07L21A,2,0,0
BLR-HA184IK22P-MBK,X-W,X-PJ8789,2,0,0
BLR-HA184IK22P-MBK,1,A07E2X,3,0,0
BLR-HA184IK2P-PP,X-W,X-STG,0,0,0
BLR-HA184IK2P-PP,2,08R03B,4,0,0
BLR-HA982J-PU,X-W,X-STG,3,3,0
BLR-HA982J-PU,1,A20K1X,4,0,0
BLR-HC012TR-PU,X-W,X-STG,4,4,0
BLR-HC012TR-PU,1,A30D1X,14,0,0
BLR-HC01TR-PP,X-W,X-STG,6,6,0
BLR-HC01TR-PP,1,A30I1X,16,1,0
BLR-HC064RR-PP,X-W,X-STG,24,23,94890490
BLR-HC064RR-PP,1,A30B1X,0,0,0
BLR-HC064RRTW-PP,X-W,X-STG,2,1,0
BLR-HC064RRTW-PP,1,A30M1X,4,0,0
BLR-HC122H-PU,X-W,X-STG,1,1,0
BLR-HC122H-PU,1,A21H1X,4,1,12915415
BLR-HC122SIH-PU,X-W,X-STG,0,0,0
BLR-HC122SIH-PU,X-W,X-PJ8721,1,0,0
BLR-HC122SIH-PU,1,A29G1X,0,1,19276659
BLR-HC122SIH-PU,2,05L06B,5,0,0
BLR-HC122SIH-PU,2,05L07B,5,0,0
BLR-HC124RR-ABS,X-W,X-PJ9054,1,0,0
BLR-HC124RR-ABS,1,PRE-PACKING,1,0,0
BLR-HC124RR-ABS,X-W,X-STG,14,14,0
BLR-HC124RR-ABS,1,A30N1X,2,0,0
BLR-HC162H2P-PU,X-W,X-STG,0,0,0
BLR-HC162H2P-PU,1,A21E1X,13,0,0
BLR-HC164C-PP,1,A29B1X,3,0,0
BLR-HC164H2P-PP,X-W,X-STG,2,1,0
BLR-HC164H2P-PP,1,A29J1X,13,1,0
BLR-HC164HW2P-PP,X-W,X-STG,0,0,0
BLR-HC164HW2P-PP,1,A29C1X,16,0,0
BLR-HC16MG-PP,X-W,X-PJ8797,1,0,68499126
BLR-HC16MG-PP,1,A30D1X,0,0,0
BLR-HC224FEC-GBK,X-W,X-STG,2,2,0
BLR-HC224FEC-GBK,1,A11E5X,10,0,0
BLR-HC224FEC-GBK,1,A11E3X,15,0,0
BLR-HC224FEC-MBK,X-W,X-STG,0,0,0
BLR-HC224FEC-MBK,1,A11C3X,3,0,0
BLR-HC224FEC-MBK,1,A11C5X,10,0,0
BLR-HC224FEC-MBK,2,06L15A,2,0,0
BLR-HC224MD2P-A,X-W,X-STG,0,0,0
BLR-HC224MD2P-A,1,A07F1X,7,0,0
BLR-HC224MD2P-CFL,1,A11D5X,1,0,0
BLR-HC224MD2P-CFL,1,A29K2X,7,0,0
BLR-HC224MD2P-GBK,1,A02H1X,4,2,0
BLR-HC224MD2P-GBK,1,A02H3X,28,0,0
BLR-HC224MD2P-GBK,2,07L17B,17,0,0
BLR-HC224SP-PP,X-W,X-STG,0,0,0
BLR-HC224SP-PP,1,A31E1X,8,1,0
BLR-HC225MU2P-CFL,X-W,X-STG,1,1,0
BLR-HC225MU2P-CFL,1,A05L2X,4,0,0
BLR-HC225MU2P-GBK,X-W,X-STG,2,2,0
BLR-HC225MU2P-GBK,1,A08M1X,1,0,0
BLR-HC225MU2P-GBK,1,A05L2X,10,0,0
BLR-HC225MU2P-GBK,2,06L18B,2,0,0
BLR-HC225MU2P-MBK,1,A07C1X,7,1,0
BLR-HC225MU2P-MBK,2,07R23B,3,0,0
BLR-HC88IK-PU,X-W,X-STG,1,1,0
BLR-HC88IK-PU,1,A21C2A,10,0,0
BLR-HC88IK-PU,1,A21C1X,10,0,0
BLR-HC924-2P,X-W,X-STG,1,1,0
BLR-HC924-2P,1,A29A1X,10,0,77705976
BLR-HC96,X-W,X-STG,6,6,0
BLR-HC96,1,A20E1X,20,-3,47925693
BLR-HC96,1,A20E4X,20,0,0
BLR-HC96,1,A20E6X,30,0,0
BLR-HC963,X-W,X-STG,1,1,0
BLR-HC963,1,PREP3,12,0,58990278
BLR-HC963,1,A31G2C,3,0,0
BLR-HC963,1,A31C7X,6,0,108859260
BLR-HC963,1,A31D5X,30,0,79744768
BLR-HC964-2P,X-W,X-STG,1,1,0
BLR-HC964-2P,1,A21D1X,0,4,29949291
BLR-HC964-2P,2,05L02B,14,0,0
BLR-HC99,1,PRE-PACKING,1,0,0
BLR-HC99,X-W,X-STG,4,2,49976436
BLR-HC99,1,250B,20,0,0
BLR-HC99,1,A20C2C,14,0,0
BLR-HC99-2P,X-W,X-STG,1,1,0
BLR-HC99-2P,1,A29O1X,3,1,0
BLR-HC99-2P,2,05L07B,19,0,0
BLR-HDAC164OE,X-W,X-STG,0,0,0
BLR-HDAC164OE,1,A35H2X,21,0,0
BLR-HDCV014TR,X-W,X-STG,1,1,0
BLR-HDCV014TR,1,A34E3X,10,0,0
BLR-HDCV014TR,1,A35K1X,10,0,0
BLR-HDCV014TR,1,A34L3X,15,0,0
BLR-HDCV033TR,1,PRE-PACKING,1,0,0
BLR-HDCV033TR,X-W,X-STG,14,14,0
BLR-HDCV033TR,1,A34E3X,10,0,0
BLR-HDCV033TR,1,A35G1X,10,0,0
BLR-HDCV033TR,1,A34I4X,10,0,0
BLR-HDCV122SI,X-W,X-STG,2,2,0
BLR-HDCV122SI,1,A34C3X,8,0,0
BLR-HDCV122SI,1,A34F1X,21,0,0
BLR-HDCV922,X-W,X-STG,2,2,0
BLR-HDCV922,1,A34A1X,12,0,0
BLR-HDCV922,1,A34F3X,25,0,0
BLR-HDCV922,1,A34G3X,25,0,0
BLR-HDCV923,X-W,X-STG,0,0,0
BLR-HDCV923,1,A35B2X,27,0,102863496
BLR-HDCV962,1,PRE-PACKING,1,0,0
BLR-HDCV962,X-W,X-STG,5,5,0
BLR-HDCV962,1,A34D4X,20,0,0
BLR-HDCV962,1,A34G4X,20,0,0
BLR-HDCV962,1,A34C1X,26,0,0
BLR-HDCV963,X-W,X-STG,4,4,0
BLR-HDCV963,1,A34O1X,8,0,0
BLR-HDCV963,1,A34E3X,25,0,0
BLR-HDCV963,1,A34O3X,25,0,0
BLR-HDCV99,X-W,X-STG,12,12,0
BLR-HDCV99,1,A34F1X,24,0,0
BLR-HDCV99-RTS,1,A34Q2X,11,0,0
BLR-HDCV99MU,1,A35B2X,47,4,0
BLR-HDPL97DF,X-W,X-STG,0,0,0
BLR-HDPL97DF,1,A34K3X,8,0,0
BLR-HDPL97DF,1,A34I3X,8,0,0
BLR-HDPL97DF,1,A34F1X,11,0,0
BLR-HDPL97DF,1,A34L3X,16,0,0
BLR-HDPL97OE,X-W,X-STG,0,0,0
BLR-HDPL97OE,1,A34P1X,0,0,0
BLR-HP97OE-PU,X-W,X-STG,1,1,0
BLR-HP97WW-PU,X-W,X-STG,1,1,0
BLR-HP97WW-PU,2,250B,10,0,0
BLR-HP97WW-PU,1,A20F1X,10,0,0
BLR-HP97WW-PU,2,05R03B,10,0,0
BLR-HYEL10OE-PP,1,PREP9,0,0,0
BLR-HYEL10OE-PP,1,PRE-PACKING,1,0,0
BLR-HYEL10OE-PP,X-W,X-STG,2,1,0
BLR-HYEL10OE-PP,1,A20K1X,10,0,0
BLR-HYEL174SPW-PP,1,A30A4X,4,0,0
BLR-HYEL174SPW-PP,1,A21E6X,4,0,0
BLR-HYEL174SPW-PP,1,A30E1X,7,0,0
BLR-HYGENC10S-PU,1,PRE-PACKING,0,0,0
BLR-HYGENC10S-PU,1,PREP5,1,0,0
BLR-HYGENC10S-PU,X-W,X-STG,1,1,0
BLR-HYGENC10S-PU,1,A30C5X,9,0,97205229
BLR-HYGENC10S-PU,1,A31E5X,9,0,4385630
BLR-HYGENC10S-PU,1,A31E6X,10,0,78941947
BLR-HYGENC10S-PU,1,A31A1X,25,14,6213241
BLR-HYGN102WK,1,PRE-PACKING,1,0,0
BLR-HYGN102WK,X-W,X-STG,1,1,0
BLR-HYGN102WK,1,X-CRT-MD,10,0,0
BLR-HYGN102WK,1,A35J1X,18,1,0
BLR-HYSO11IX-PU,X-W,X-STG,1,0,0
BLR-HYSO11IX-PU,1,A30F1X,4,0,0
BLR-IFG3503DF,X-W,X-STG,1,1,0
BLR-IFG3503DF,1,A34K2X,14,0,0
BLR-IFG3503DF2,1,A35F1X,25,2,105109916
BLR-IFQ5014SG,X-W,X-STG,1,1,0
BLR-IFQ5014SG,1,A34J2X,23,0,0
BLR-IFQ5014SG,1,A34E4X,35,0,0
BLR-IFQ5014SST,1,A34P1X,38,3,49643708
BLR-IQ5014T2P-ABS,X-W,X-STG,0,0,0
BLR-IQ5014T2P-ABS,1,A29C1X,10,0,0
BLR-KK5GTL21RD3P-CFL,X-W,X-STG,1,1,0
BLR-KK5GTL21RD3P-CFL,2,250B,19,0,0
BLR-KK5GTL21RD3P-CFL,1,A02A4X,6,0,0
BLR-KK5GTL21RD3P-CFL,1,A02B1X,7,4,101629371
BLR-KK5GTL21RD3P-CFL,2,08L01A,0,0,0
BLR-KK5GTL21RD3P-GBK,X-W,X-STG,10,3,0
BLR-KK5GTL21RD3P-GBK,1,A02D2X,2,2,0
BLR-KK5GTL21RD3P-GBK,2,07L04B,1,0,0
BLR-KK5GTL21RD3P-MBK,X-W,X-T1342,15,0,0
BLR-KK5GTL21RD3P-MBK,X-W,X-STG,17,17,0
BLR-KK5GTL21RD3P-MBK,1,A02C2X,9,0,0
BLR-KK5GTL21RD3P-MBK,1,A02B4X,34,0,0
BLR-KK5GTL21RD3P-MBK,2,06R01C,45,0,0
BLR-KOP10S-PU,X-W,X-STG,0,0,0
BLR-KOP10S-PU,2,05L06A,1,0,0
BLR-KOP10S-PU,2,05R25C,2,0,0
BLR-LI06APR2P-PU,1,A29A1X,2,1,25706085
BLR-LIS06DMR-PP,1,PREP5,1,0,0
BLR-LIS06DMR-PP,X-W,X-STG,2,2,0
BLR-LIS06DMR-PP,X-W,,9,8,37787441
BLR-LIS06DMR-PP,1,250B,23,0,0
BLR-LIS06DMR-PP,1,A20K7X,5,0,63957443
BLR-LIS06DMR-PP,1,A20K6X,8,0,76400720
BLR-LIS06DMR-PP,1,A20K1X,11,2,79744768
BLR-LIS06DMR-PP,2,05L04A,1,0,0
BLR-LIS06DMR-PU,2,05L09B,1,0,0
BLR-LIS06IK2P-CFL,1,A12F4X,7,0,0
BLR-LIS06IK2P-GBK,1,A12G4X,6,0,0
BLR-LIS06IK2P-GBK,1,A06G3X,51,0,0
BLR-LIS06IK2P-PP,1,A29F1X,5,0,0
BLR-LIS06IK2P-PP,2,07R23B,5,0,0
BLR-LIS06OE-PP,1,PRE-PACKING,1,0,0
BLR-LIS06OE-PP,X-W,X-STG,4,4,113638806
BLR-LIS06OE-PP,1,A21K2F,3,0,0
BLR-LIS06OE-PP,1,A20D7X,10,0,0
BLR-LIS14ASP2P-GBK,X-W,X-STG,1,1,0
BLR-LIS14ASP2P-GBK,2,10R06A,6,0,0
BLR-LIS14ASP2P-PP,X-W,X-PJ8830,1,0,0
BLR-LIS14ASP2P-PP,X-W,X-STG,6,4,70245827
BLR-LIS14ASP2P-PP,1,A21H1X,19,0,0
BLR-LIS14ASP2P-PP,2,07R07B,18,0,0
BLR-LISWGN01TRD-PU,1,PRE-PACKING,1,0,0
BLR-LISWGN01TRD-PU,1,250B,20,0,0
BLR-LISWGN01TRD-PU,1,A20F3A,1,0,0
BLR-LXIS00TRD,X-W,X-STG,17,17,0
BLR-LXIS00TRD,1,A34H1X,14,0,0
BLR-LXIS00TRD,1,A34I4X,15,0,0
BLR-LXIS00TRD,1,A34L4X,15,0,0
BLR-LXIS00TRD,1,A34O3X,15,0,0
BLR-LXIS00TRD-RTS,1,A34R2X,10,0,0
BLR-LXIS06APR,X-W,X-STG,1,1,0
BLR-LXIS06APR,1,A34G2X,22,0,0
BLR-LXIS06FS,X-W,X-STG,1,1,0
BLR-LXIS06FS,1,A34I1X,9,0,0
BLR-LXIS06FS,1,A34I3X,30,0,0
BLR-LXIS06IN,X-W,X-STG,0,0,0
BLR-LXIS06IN,1,A35A1X,10,0,0
BLR-LXIS14WK,1,PRE-PACKING,1,0,0
BLR-LXIS14WK,X-W,X-STG,6,6,0
BLR-LXIS14WK,1,A34C1X,10,0,0
BLR-LXIS14WK,1,A34D4X,20,0,0
BLR-MAZ309K2P-PU,1,A21F1X,2,1,0
BLR-MAZ309K2P-PU,2,05L12B,1,0,0
BLR-MAZ614IK2P-A,1,A11B5X,14,0,0
BLR-MAZ614IK2P-A,1,A02G1X,15,0,0
BLR-ME0608OE-PU,X-W,X-STG,1,1,0
BLR-ME0608OE-PU,1,A31H1X,4,0,0
BLR-MEVO102P-PU,X-W,X-STG,0,0,0
BLR-MEVO102P-PU,1,A29B1X,11,8,0
BLR-ML082P-PU,X-W,X-STG,2,2,0
BLR-ML082P-PU,1,A21A1X,10,0,0
BLR-ML08B-PP,X-W,X-STG,3,3,68499126
BLR-ML08B-PP,1,A31O1X,6,0,105109916
BLR-MM90RS-PU,X-W,X-STG,0,0,0
BLR-MM90RS-PU,1,A29N1X,3,0,0
BLR-MM90RS-PU,1,A29N3X,10,0,0
BLR-MM90RS-PU,1,A30C4X,15,0,0
BLR-MRX8OE-PU,X-W,X-STG,5,5,0
BLR-MZM3105MS,X-W,X-STG,1,1,0
BLR-MZM3105MS,1,A35K2X,26,0,0
BLR-MZMT09DF,X-W,X-STG,0,0,0
BLR-MZMT09DF,1,A34E4X,15,0,0
BLR-MZMT09DF,1,A34B1X,21,0,0
BLR-MZMT16MS,X-W,X-STG,0,0,0
BLR-MZMT16MS,1,A34N2X,27,0,0
BLR-MZMT89RS,1,250B,20,0,0
BLR-MZMT89RS,X-W,X-STG,29,29,0
BLR-MZMT89RS,1,A35D2X,19,0,0
BLR-MZMT89RS,1,A34G4X,20,0,0
BLR-N350ZDF-CF,1,A16H2X,3,2,0
BLR-N350ZDF-CF,1,A16K3X,8,0,0
BLR-N350ZDF-PU,X-W,X-STG,0,0,0
BLR-N350ZDF-PU,1,A29F1X,7,1,0
BLR-N370Z2P-PU,1,A29B1X,14,0,0
BLR-N370ZSS-PU,2,05L05B,10,0,0
BLR-N370ZSS-PU,2,05L06B,15,0,0
BLR-NA074N2P-PU,X-W,X-STG,1,1,0
BLR-NA074N2P-PU,1,A21D1X,36,0,0
BLR-NA19IKST2P-PU,1,A29H1X,53,0,0
BLR-NA19ST2P-PU,1,A30G4X,10,0,0
BLR-NA19ST2P-PU,1,A30I6X,10,0,0
BLR-NA19ST2P-PU,1,A31B4X,15,0,0
BLR-NA19ST2P-PU,1,A30E4X,20,0,0
BLR-NA19ST2P-PU,1,A29G1X,43,1,0
BLR-NM09ST2P-PU,1,A29E2X,2,0,0
BLR-NM09ST2P-PU,2,05L02B,5,0,0
BLR-NM09ST2P-PU,2,05L03B,5,0,0
BLR-NM09ST2P-PU,2,05L01B,5,0,0
BLR-NM09ST2P-PU,2,05R01B,5,0,0
BLR-NM19APR2P-PU,1,A30C4X,20,0,0
BLR-NM19APR2P-PU,1,A29C1X,77,0,0
BLR-NM19ST2P-PU,1,A20I5X,10,0,0
BLR-NM19ST2P-PU,1,A30N5X,20,0,0
BLR-NM19ST2P-PU,1,A30O4X,25,0,0
BLR-NM19ST2P-PU,1,A29I1X,34,0,0
BLR-NS13OE-PP,1,PRE-PACKING,1,0,0
BLR-NS13OE-PP,1,A20J1X,8,0,0
BLR-NS3503MDA,X-W,X-STG,0,0,0
BLR-NS3503MDA,1,A35N2X,16,0,0
BLR-NSMX09STL,X-W,X-STG,1,1,0
BLR-NSMX09STL,1,A34Q1X,21,0,105109916
BLR-NSMX09STL,1,A34H4X,25,0,0
BLR-SBIMPRZ17S2P-PU,X-W,X-STG,0,0,0
BLR-SBIMPRZ17S2P-PU,1,A29J1X,38,0,0
BLR-SBRZ13OE-A,1,A29E2X,9,0,0
BLR-SBRZ13OE-AC,X-W,X-STG,3,3,0
BLR-SBRZ22JDM2P-CFL,X-W,X-STG,1,1,0
BLR-SBRZ22JDM2P-CFL,2,250B,15,0,0
BLR-SBRZ22JDM2P-CFL,1,A29K2X,2,1,0
BLR-SBRZ22JDM2P-CFL,1,A29K3X,15,0,0
BLR-SBRZ22JDM2P-CFL,2,07L10A,0,0,0
BLR-SBRZ22JDM2P-GBK,X-W,X-STG,1,1,0
BLR-SBRZ22JDM2P-GBK,2,250B,15,0,0
BLR-SBRZ22JDM2P-GBK,1,A29O1X,1,0,0
BLR-SBRZ22JDM2P-GBK,1,A29N3X,15,0,0
BLR-SBRZ22JDM2P-GBK,2,06L28A,1,0,0
BLR-SBRZ22JDM2P-MBK,X-W,X-STG,1,1,0
BLR-SBRZ22JDM2P-MBK,2,250B,20,0,0
BLR-SBRZ22JDM2P-MBK,1,A29K2X,16,1,0
BLR-SBRZ22JDM2P-MBK,2,06L30B,3,0,0
BLR-SBRZ22STI2P-A,X-W,X-STG,3,3,0
BLR-SBRZ22STI2P-A,1,A21J1X,24,0,0
BLR-SBRZ22STI2P-PP,X-W,X-STG,1,1,0
BLR-SBRZ22STI2P-PP,1,A21K1X,23,0,0
BLR-SBRZ22T-PU,X-W,X-STG,1,1,0
BLR-SBRZ22T-PU,X-W,X-PJ9042,1,0,0
BLR-SCFS13CS,X-W,X-STG,1,1,0
BLR-SCFS13CS,1,X-CRT-MD,17,0,0
BLR-SCFS13CS,1,A35F2X,44,0,0
BLR-SFRS13APR-PU,1,A21B1X,17,0,0
BLR-SFRS13APR-PU,2,06L31B,2,0,0
BLR-SFRS13CS-PU,X-W,X-STG,1,1,0
BLR-SFRS13CS-PU,1,A21F1X,11,0,0
BLR-SFRS13OE-PU,X-W,X-STG,1,1,0
BLR-SFRS13OE-PU,1,250B,9,0,0
BLR-SFRS13OE-PU,1,A21J1X,9,4,0
BLR-SFRS13OE-PU,2,05L05B,15,0,0
BLR-SFRS13STI-PU,X-W,X-STG,0,0,0
BLR-SFRS13STI-PU,1,A29A1X,28,1,100256427
BLR-SFRS13TOM-PU,X-W,X-STG,1,1,0
BLR-SFRS13TOM-PU,1,A31A1X,1,0,0
BLR-SI05CS2P-PU,X-W,X-STG,4,4,0
BLR-SI05CS2P-PU,1,A21F1X,0,0,0
BLR-SI05CS2P-PU,3,AFBA,1,0,48703159
BLR-SI08STI-CF,1,A28J1X,3,0,0
BLR-SI08STI-CF,1,A28M3X,5,0,0
BLR-SI08STI-CFL,X-W,X-STG,0,0,0
BLR-SI08STI-CFL,1,A16C2X,2,0,0
BLR-SI08STI-CFL,1,A16C4X,20,0,0
BLR-SI08STI-FRP,1,A20I1X,4,0,0
BLR-SI08STI-GBK,1,A16C2X,1,1,0
BLR-SI08STI-GBK,1,A16C3X,35,0,0
BLR-SI08STI-SL,1,A29D3X,6,0,0
BLR-SI08STI-SL,1,A29H2X,6,0,0
BLR-SI15STI-A,X-W,X-STG,1,1,0
BLR-SI15STI-A,1,A12G3X,14,0,0
BLR-SI15STI2P-A,X-W,X-STG,3,3,37787441
BLR-SI15STI2P-A,1,A11D1X,11,0,0
BLR-SI15STI2P-A,1,A24B5X,20,0,0
BLR-SI15STI2P-A,2,07L01B,1,1,47343740
BLR-STC142P-PU,2,06L24A,10,0,0
BLR-STC14IK2P-PU,X-W,X-STG,0,0,0
BLR-STC14IK2P-PU,1,A21E1X,9,0,0
BLR-SUIP02SP,X-W,X-STG,0,0,0
BLR-SUIP02SP,1,A34B3X,11,0,0
BLR-SUIP02SP,1,A34E2X,25,0,0
BLR-SUIP05STI,X-W,X-STG,0,0,0
BLR-SUIP05STI,1,A35H1X,38,1,0
BLR-SUIP114AP,X-W,X-STG,0,0,0
BLR-SUIP114AP,1,A35E2X,84,0,0
BLR-SUIP114AP-RTS,1,A34R2X,10,0,0
BLR-SUIP15STI,X-W,X-STG,2,2,0
BLR-SUIP15STI,1,A35A2X,40,0,0
BLR-TC00JP-PU,X-W,X-STG,0,0,0
BLR-TC00JP-PU,1,A29L1X,16,0,0
BLR-TCA02JP-PU,X-W,X-STG,1,1,0
BLR-TCA02JP-PU,1,250B,10,0,0
BLR-TCA02JP-PU,1,A21H1X,1,0,0
BLR-TCA02JP-PU,2,05L01B,5,0,0
BLR-TCA02JP-PU,2,05R01B,5,0,0
BLR-TCA02JP-PU,2,05L07B,10,0,0
BLR-TCA07SE-PU,X-W,X-STG,0,0,0
BLR-TCA07SE-PU,1,PRE-PACKING,0,0,0
BLR-TCA07SE-PU,1,A31G7X,4,0,0
BLR-TCA07SE-PU,1,A31G1X,9,0,0
BLR-TCA18LEIK43P-GBK,X-W,X-STG,1,1,0
BLR-TCA18LEIK43P-GBK,1,A07I1X,9,0,0
BLR-TCA18LEIK43P-GBK,1,A07J4X,27,0,0
BLR-TCA18LEIK43P-GBK,1,A07I4X,30,0,0
BLR-TCA18LEIKV3-BKS,1,A29K3X,3,0,0
BLR-TCA18LEIKV3-BKS,1,A06L1X,6,0,0
BLR-TCA18LEIKV3-BKS,2,06R09B,9,0,0
BLR-TCA18LEIKV3-PP,X-W,X-STG,1,1,0
BLR-TCA18LEIKV3-PP,1,A16K2X,2,0,0
BLR-TCA18SE-GBK,X-W,X-STG,0,0,0
BLR-TCA18SE-GBK,1,A07L3X,6,0,0
BLR-TCA18SE-GBK,1,A07K2X,9,0,0
BLR-TCA18SE-GBK,1,A07L4X,15,0,0
BLR-TCA18SE-PP,X-W,X-STG,4,4,0
BLR-TCA18SE-PP,1,A07J1X,8,0,0
BLR-TCL09DS-PU,2,250B,9,0,0
BLR-TCL09DS-PU,1,A20C1X,13,0,0
BLR-TCL11OE-PP,X-W,X-STG,1,1,0
BLR-TCL11OE-PP,1,A31M1X,5,0,0
BLR-TCL11OE-PP,1,A31J6X,25,0,0
BLR-TCLA195T2P-PU,1,A29K1X,27,1,0
BLR-TCLS14MSA2P-PU,2,250B,10,0,0
BLR-TCLS14MSA2P-PU,1,A29D1X,2,0,0
BLR-TCLS14MSA2P-PU,2,05L07B,4,0,0
BLR-TCLS14MSA2P-PU,2,05L03B,5,0,0
BLR-TSL324IKLED-CFL,X-W,X-STG,1,1,0
BLR-TSL324IKLED-CFL,1,A01H1X,14,0,0
BLR-TSL324IKLED-GBK,X-W,X-STG,0,0,0
BLR-TSL324IKLED-GBK,1,A07H4X,4,0,0
BLR-TSL324IKLED-GBK,1,A07G2X,7,0,0
BLR-TSL324IKLED-MBK,X-W,X-STG,0,0,0
BLR-TSL324IKLED-MBK,1,A07E2X,1,2,0
BLR-TSL324IKLED-MBK,1,A07G3X,3,0,0
BLR-TSXB03K-PU,1,PRE-PACKING,1,0,0
BLR-TSXB03K-PU,X-W,X-STG,4,4,0
BLR-TSXB03K-PU,1,250B,20,0,0
BLR-TSXB03K-PU,1,A31I2C,4,0,0
BLR-TSXB03K-PU,2,05R05C,3,0,0
BLR-TY8622AKE2P-PU,1,A21E1X,49,0,0
BLR-TY8622CS2P-PU,X-W,X-STG,0,0,0
BLR-TY8622CS2P-PU,1,A21A1X,41,0,0
BLR-TYCM07DF,X-W,X-STG,4,4,0
BLR-TYCM07DF,1,A34H4X,8,0,0
BLR-TYCM07DF,1,A34C3X,12,0,0
BLR-TYCM07DF,1,A34H1X,15,0,0
BLR-TYCM15OE,X-W,X-STG,0,0,0
BLR-TYCM15OE,1,A34I2X,11,3,0
BLR-TYCM15OE,1,A34M4X,25,0,0
BLR-UNI-CS13,1,A34B2X,37,0,0
BLR-UNI-CS16,1,A34A2X,45,0,0
BLR-UNI-CS19,1,A34A2X,24,0,0
BLR-UNI-DF-ALBK2,X-W,X-STG,0,0,0
BLR-UNI-DF-ALBK2,1,A11G2X,6,1,0
BLR-UNI-DF-ALBK2,1,A35P4X,69,0,0
BLR-UNI-DF27FRP,1,A35M1X,36,0,0
BLR-UNI-DF31FRP,1,A34J1X,11,0,0
BLR-UNI-DT14,X-W,X-STG,0,0,0
BLR-UNI-DT14,1,A35C3X,36,0,0
BLR-UNI-DT14,1,A34J2X,61,2,0
BLR-UNI-DT17,X-W,X-STG,0,0,0
